Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Southern-Italian,Japanese Fusion,Korean,Indonesian,Middle Eastern,Central-Italian,Diner,Steakhouse,Pizza,Southwestern,Wine Bar,Cajun & Creole,Bar,Latin,Seafood,Scottish,Mexican,Singaporean,Central European,Spanish,Deli,Cafe,Barbecue,Gastropub,Italian,Mongolian,Vietnamese,Thai,International,French,Contemporary,Polynesian,German,Afghani,Street Food,Lebanese,Australian,Cuban,Pub,Soups,Fusion,Moroccan,Caribbean,Dining bars,Sushi,Sri Lankan,Portuguese,Malaysian,Asian,British,Mediterranean,Turkish,Healthy,Indian,Irish,Pakistani,Arabic,Sicilian,Japanese,African,Fast Food,Beer restaurants,Fujian,Chinese,European,American,Grill,Dog Friendly,Gift Cards Available,Serves Alcohol,Digital Payments,Accepts Credit Cards,Buffet,Accepts Mastercard,BYOB,Live Music,Family style,Table Service,Takeout,Wheelchair Accessible,Wine and Beer,Full Bar,Accepts Discover,Cash Only,Free off-street parking,Valet Parking,Private Dining,Delivery,Accepts Visa,Television,Highchairs Available,Validated Parking,Reservations,Jazz Bar,Non-smoking restaurants,Free Wifi,Accepts American Express,Street Parking,Beach,Parking Available,Outdoor Seating,Waterfront,Seating,Halal,Vegetarian Friendly,Kosher,Nonveg,Vegan Options,Gluten Free Options,Drinks,Late Night,Lunch,Breakfast,Brunch,Dinner,Budget,Low,Medium,High,cluster
Golden Dragon,"25 Galle Road Taj Hotel, Colombo 01100 Sri Lanka","Galle Road Taj Hotel, Colombo 01100","[' 2,000 ', '  30,000']","Chinese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2689090-Reviews-Golden_Dragon-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,Medium,0,1,0,1
Tao,"77 Galle Road Colombo 3, Colombo 00300 Sri Lanka","Galle Road Colombo 3, Colombo 00300","[' 1000 ', '  30 000']","Vegetarian Friendly, Vegan Options, Gluten Free Options","Vegetarian Friendly, Vegan Options, Gluten Free Options",Dinner,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6495691-Reviews-Tao-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,Medium,0,1,0,1
"Harbour Court, The Kingsbury","48 Janadhipathi Mawatha,, Colombo Sri Lanka","Janadhipathi Mawatha,, Colombo ","[' 500 ', '  30,000']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4195137-Reviews-Harbour_Court_The_Kingsbury-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,Medium,0,1,0,1
Ports of Call,"25 Galle Face Center Road, Colombo 00300 Sri Lanka","Galle Face Center Road, Colombo 00300","[' 500 ', '  10,000']",Sri Lankan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner","Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar",https://www.tripadvisor.com/Restaurant_Review-g293962-d14113953-Reviews-Ports_of_Call-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,Medium,0,1,0,1
Navratna,"Taj Samudra, No. 25, Galle Face Centre Road, Colombo 03, Colombo Sri Lanka","Galle Face Centre Road, Colombo 00300","[' 2,000 ', '  30,000']","Indian, Asian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner","Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d2654878-Reviews-Navratna-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,Medium,0,1,0,1
Honey Beach Club,"48 Janadhipathi Mawatha Lobby Level, Ground Floor, Colombo 00100 Sri Lanka","Janadhipathi Mawatha Lobby Level, Ground Floor, Colombo 00100","[' 600 ', '  2,500']","Bar, Pizza, International, Pub, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12922777-Reviews-Honey_Beach_Club-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,Low,1,0,0,1
Lagoon,"117 Sir Chittampalam A Gardiner Mawatha Cinnamon Grand Colombo, Colombo 00100 Sri Lanka","Sir Chittampalam A Gardiner Mawatha Cinnamon Grand Colombo, Colombo 00100 ","[' 1000 ', '  30 000']","Seafood, Asian, Healthy, Sri Lankan","Halal, Gluten Free Options","Lunch, Dinner, Late Night","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1007094-Reviews-Lagoon-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,Medium,0,1,0,1
Breeze Bar,"Cinnamon Grand Hotel, Colombo Sri Lanka","Cinnamon Grand Hotel, Colombo","[' 1000 ', '  30 000']","Bar, Pub","Vegetarian Friendly, Vegan Options, Halal, Kosher, Gluten Free Options","Lunch, Dinner, Late Night, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d3443384-Reviews-Breeze_Bar-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,Medium,0,1,0,1
Echo,"77, Galle Road Cinnamon Grand Hotel, Colombo Sri Lanka","Galle Road Cinnamon Grand Hotel, Colombo ","[' 2,000 ', '  30,000']","Italian, Pizza, European, Sicilian, Southern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1544691-Reviews-Echo-Colombo_Western_Province.html,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,Medium,0,1,0,1
Kaema Sutra,"One Galle Face Shangri-La, Colombo 00200 Sri Lanka","One Galle Face Shangri-La, Colombo 00200","[' 500 ', '  10,000']",Sri Lankan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks","Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6901457-Reviews-Kaema_Sutra-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,Medium,0,1,0,1
Curry Leaf,"2 Sir Chittampalam A Gardiner Mawatha Fort, Colombo Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo ","[' 500 ', '  10,000']","Seafood, Sri Lankan","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night","Buffet, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Validated Parking, Highchairs Available, Full Bar, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d1132769-Reviews-Curry_Leaf-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,Medium,0,1,0,1
Il Ponte,"2 Sir Chittampalam A Gardiner Mawatha Fort, Colombo Sri Lanka","Sir Chittampalam A Gardiner Mawatha Fort, Colombo ","[' 1000 ', '  30 000']","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options","Dinner, Brunch, Lunch","Takeout, Outdoor Seating, Seating, Parking Available, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Validated Parking, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1133412-Reviews-Il_Ponte-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,Medium,0,1,0,1
The Dining room at Cinnamon Lakeside Colombo,"115 Sir Chittampalam A. Gardiner Mawatha Cinnamon Lakeside, Colombo 00200 Sri Lanka","Sir Chittampalam A. Gardiner Mawatha Cinnamon Lakeside, Colombo 00200","[' 2,000 ', '  30,000']","International, Asian, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Buffet",https://www.tripadvisor.com/Restaurant_Review-g293962-d2424872-Reviews-The_Dining_room_at_Cinnamon_Lakeside_Colombo-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,Medium,0,1,0,1
